Company Name,Title,Location,Stipend
TravelRaga Holidays Private Limited,Travel Consultant,Gurgaon,"₹ 8,000-12,000 /month"
PatilKaki,Operations,Work From Home,"₹ 3,000 /month"
Domgys India Services Pvt. Ltd.,Business Development (Sales),Work From Home,"₹ 10,000 /month"
Futuready Media,Digital Marketing,Pune,"₹ 5,000 /month"
NSP ITES,Content Writing,Work From Home,"₹ 3,000 /month"
Growthx Capital,Equity Analyst,Mumbai,"₹ 10,000 /month"
AM Tech Networks,Content Writing,Bangalore,"₹ 14,000 /month"
Bynry Services Private Limited,Marketing Communications,Gurgaon,"₹ 8,000 /month"
Aim Advisory Services Private Limited,Operations,Work From Home,"₹ 5,000-12,000 /month"
Sernexuss Management And Services,Content Writing,Delhi,"₹ 5,000-15,000 /month"
MySchoolReviews.com,Content Writing,Work From Home,"₹ 3,000 /month"
Dev Jewels,Business Development (Sales),Thane,"₹ 8,000 /month +  Incentives"
Technik Spirits Inc,Business Development (Sales),Navi Mumbai,"₹ 5,000-20,000 /month"
Spring S Technologies,Business Development (Sales),Noida,"₹ 10,000 /month +  Incentives"
HireSure.ai,Graphic Design,Mumbai,"₹ 15,000 /month"
Souls Of India,E-commerce Operations,Panchkula,"₹ 5,000 /month"
KnowMerit Private Limited,Business Development (Sales),Zirakpur,"₹ 5,000 /month +  Incentives"
Saajha,Transcription,Dera Bassi,"₹ 2,500 /month"
Vivek Sheel,Law/Legal,Chandigarh,"₹ 5,000 /month"
HIKBE Media Group,Web Development,Work From Home,"₹ 2,000-6,000 /month"
Moretasks Business Solution Limited,Content Writing,Gurgaon,"₹ 10,000-18,000 /month"
Youngun India,Influencer Marketing,Work From Home,"₹ 15,000 /month"
HomeXpo,Video Editing/Making,Gurgaon,"₹ 2,000-5,000 /month"
DentHeal,Interior Design,Work From Home,"₹ 10,000 /month"
Label Swatee Singh,Fashion Design And Merchandising,Work From Home,"₹ 12,000-15,000 /month"
SR Edu Technologies,Concept Art,Hyderabad,"₹ 10,000-25,000 /month"
Woro Media,Children's Book Illustrator,Goa Velha,"₹ 10,000-15,000 /month"
Nuevera Infotech Private Limited,Corporate Sales,Chennai,"₹ 3,000 /month"
Neolen,Digital Marketing,Bangalore,"₹ 5,000 /month"
Vetic,Human Resources (HR),Indore,"₹ 15,000 /month"
Lenin Raj K,Law/Legal,Jaipur,Unpaid
FabLearner,Content Development - Finance YT Channel,Work From Home,"₹ 5,000 /month"
3mguru,Psychological Counseling/Training,Ludhiana,"₹ 3,000 /month"
Fresh Purple By Vibha,Creative Writing,Work From Home,"₹ 2,000 /month"
Cayana Infratech Private Limited,Architecture,Mumbai,"₹ 10,000-15,000 /month"
Ekatva Foundation,Foundation Relations,Ludhiana,"₹ 600-4,500 lump sum"
InAmigos Foundation,Community Management,Sagar,Unpaid
Startup Affairs,Business Development (Sales),Konta,"₹ 8,000 /month +  Incentives"
Bhashkaranand Joshi,Digital Marketing,Work From Home,"₹ 1,000 /week"
Himanshi Sharma,Subject Matter Expert (Statistics),Mumbai,"₹ 5,000-6,000 /month"
Faclon,UI/UX Design,Work From Home,"₹ 7,000-10,000 /month"
Propmart Advisory,Digital Marketing,Bangalore,"₹ 5,000 /month"
Advocate Anand Duggal,Law/Legal,Mumbai,"₹ 2,000 /month"
Qriocity Ventures Private Limited,Operations,Pune,"₹ 10,000-15,000 /month"
Women Hopes Care,E-Commerce Listing,Bangalore,"₹ 3,000-5,000 /month"
Lean Platform Technologies,Social Media Marketing,Work From Home,"₹ 10,000 /month"
Impca Services Pvt Ltd,Blogging,Delhi,"₹ 1,000 /month +  Incentives"
Aam Aadmi Party,Social Media Coordination,Work From Home,Unpaid
Nuvio Technologies Private Limited,Online Marketing (Generating Sales),Noida,"₹ 2,000 /month +  Incentives"
The Social Spex,Social Media Marketing,Mumbai,"₹ 3,000 /month"
Chili Factor Communications,Video Editing/Making,Work From Home,"₹ 1,000 /month +  Incentives"
Career Comfort,Human Resources (HR),Work From Home,"₹ 6,000 /month"
Qyuki Digital Media Private Limited,Search Engine Optimization (SEO),Chandigarh,"₹ 10,000 /month"
BetterLYF Wellness,Human Resources (HR),Panchkula,"₹ 8,000 /month"
Higgz Academia Technology Private Limited,Subject Matter Expert - Statistics,Pune,$ 400-450 /month
Digital Web Solutions,Digital Marketing,Delhi,"₹ 15,000 /month"
ETechCube,Content Writing,Delhi,"₹ 5,000 /month"
Team ABC Corporate Insurers,Graphic Design,Gurgaon,"₹ 2,000-4,000 /month"
Zoommer Sport,Operations,Surat,"₹ 6,000-15,000 /month"
Rizzle,Human Resources (HR),Gandhinagar,"₹ 15,000 /month"
Monkhub,Flutter Development,Ahmedabad,"₹ 5,000-10,000 /month"
Bolt Experience Design Studio,Digital Marketing,Work From Home,"₹ 5,000-10,000 /month"
Rani Sahiba,Product Marketing,Bangalore,"₹ 12,000 /month"
Pawzz,Instagram Marketing,Jaipur,"₹ 2,000-10,000 /month"
Pawzz,Crowdfunding,Work From Home,"₹ 1,000-10,000 lump sum"
Pawzz,Social Entrepreneurship,Delhi,"₹ 1,500-10,000 lump sum"
Pawzz,14 Days Virtual Charity Drive,Delhi,"₹ 1,500-10,000 lump sum"
Pawzz,Business Development,Ahmedabad,"₹ 1,500-10,000 lump sum"
Pawzz,Sales And Outreach,Work From Home,"₹ 1,500-5,000 /month"
PlanThyBusiness.com,Market Research,Work From Home,"₹ 3,000 /month"
ABC Consultants,Talent Acquisition,Work From Home,"₹ 10,000 /month"
ABC Consultants,Recruitment,Mumbai,"₹ 10,000 /month"
Sparks To Ideas,Web Development,Delhi,"₹ 5,000 /month"
Jaguar Solutions Private Limited,Graphic Design,Work From Home,"₹ 6,000 /month"
Reach Technologies,Data Entry,Work From Home,"₹ 5,000 /month"
Adlers Den,Human Resources (HR),Work From Home,"₹ 10,000 /month"
Brand Manifestors,Graphic Design,Work From Home,"₹ 3,000-5,000 /month"
Rani Sahiba,Accounting,Gurgaon,"₹ 12,000 /month"
Rani Sahiba,General Management,Work From Home,"₹ 15,000 /month"
Make Indias,Digital Marketing,Work From Home,"₹ 2,000-2,500 /month"
Friends Media,Financial Accountant,Work From Home,"₹ 12,000 /month"
TAR India,Graphic Design,Bhubaneswar,"₹ 15,000 /month"
Narigiri's Connect To Universe Private Limited,Online Kashmiri Language Tutoring,Work From Home,"₹ 1,500-8,000 /month"
Subtle Startups,Business Development (Sales),Work From Home,"₹ 5,000 /month"
Earth5R,Marketing,Hyderabad,"₹ 8,000 /month"
Yelsons India Private Limited,Digital Marketing,Work From Home,"₹ 10,000 /month"
Puff Place India,Customer Service/Customer Support,Work From Home,"₹ 12,000 /month"
BHeard,Video Editing/Making,Mumbai,"₹ 5,000-10,000 /month"
Megha Budhia,E-commerce Operations,Thane,"₹ 3,000-4,000 /month"
Tanmay Garments,Fashion Design,Delhi,"₹ 6,000-10,000 /month"
Tripotude,Digital Marketing,Chennai,"₹ 7,000-10,000 /month"
Techsyneric Technologies,Laboratory Management System,Work From Home,"₹ 5,000-15,000 /month"
Listnr,Influencer Outreach,Work From Home,"₹ 10,000 /month +  Incentives"
Harmeet Hora,Business Development (Sales),Work From Home,"₹ 5,000 /month +  Incentives"
Quantum IT Innovation,Business Development (Sales),Delhi,"₹ 8,000-10,000 /month"
7System Technology Private Limited,Digital Marketing,Work From Home,"₹ 7,000 /month"
Virohan Institute Of Health & Management Sciences,Talent Acquisition,Delhi,"₹ 22,000 /month"
Ozibook Tech Solutions Private Limited,UI/UX Design,Work From Home,"₹ 1,000 /month"
Tamada Media Private Limited,Business Development (Sales),Work From Home,"₹ 5,000 /month"
Ozibook Tech Solutions Private Limited,Content Design,Hyderabad,"₹ 1,000 /month"
Ozibook Tech Solutions Private Limited,Content Writing (Personal Branding Specialist),Andhra Pradesh,"₹ 10,000 /month"
Ekatva Foundation,Customer Acquisition,Delhi,"₹ 500-4,000 lump sum"
Ozibook Tech Solutions Private Limited,Technical Assistance,Work From Home,"₹ 1,000 /month"
Outlook Media India,Social Media Marketing,Gurgaon,"₹ 7,000-8,000 /month"
Himanshu Sunil And Associates,Chartered Accountancy (CA),Jamshedpur,"₹ 10,000-20,000 /month"
ADSMIT MEDIA,Financial Advertising,Work From Home,"₹ 4,750-12,000 /month"
Radiant Techlearning,Digital Marketing,Pune,"₹ 1,000 /month"
ICapotech,Human Resources (HR),Hyderabad,"₹ 8,000-10,000 /month"
OML Entertainment Private Limited,Media & Analytics,Work From Home,"₹ 15,000 /month"
Indigo Solutions,Field Sales,Work From Home,"₹ 8,000 /month +  Incentives"
Team Car Delight,Copywriting,Work From Home,"₹ 10,000-12,000 /month"
Kolkata Pulse,Video Editing/Making,Work From Home,"₹ 2,500-3,000 /month"
Ritu Yadav,Architecture,Work From Home,"₹ 10,000 /month"
Admitts India,Business Development (Sales),Work From Home,"₹ 20,000 /month"
Highway Delite,Telecalling,Work From Home,"₹ 8,000 /month"
Factech Automation Solutions Private Limited,Content Writing,Work From Home,"₹ 5,000 /month"
My Swiss Story,Social Media Marketing,Work From Home,"₹ 5,000 /month"
High Dynamics Pvt. Ltd.,Aerospace Engineering,Work From Home,Unpaid
Ggetpath Consultants,Business Development (Sales),Delhi,"₹ 1,000 /month"
Nxcar,Videography,Mumbai,"₹ 15,000 /month"
Corizo,Market Research,Mumbai,"₹ 1,000 /month +  Incentives"
City Heartz,Digital Marketing,Delhi,"₹ 8,000 /month"
ScaleItConsulting,Digital Marketing,Himmatnagar,"₹ 10,000 /month"
Geetanjali Institute,Educational Consultant,Modasa,"₹ 7,000-15,000 /month"
Inva Production,Video Editing/Making,Bhavnagar,"₹ 7,000 /month"
Nucros Science & Taste,Market Research,Rajkot,"₹ 7,000-10,000 /month"
Idealoft Studio,Visual Design,Vadodara,"₹ 6,000 /month"
Universal Adventures,Operations,Ahmedabad,"₹ 2,000-4,000 /month"
Nectworks,Search Engine Optimization (SEO),Pune,"₹ 6,000-8,000 /month"
Paddavi,Software Development,Pimpri-Chinchwad,"₹ 2,500-4,000 /month"
Acelerar Technologies Private Limited,Growth Marketing,Work From Home,"₹ 5,000 /month"
GAMSYS Tech Private Limited,Content Writing,Mumbai,"₹ 5,000-10,000 /month"
Star Production,Web Development,Noida,"₹ 3,000-7,000 /month"
Medforage,Business Development (Sales),Work From Home,"₹ 5,000 /month"
"Distinctive Marketing Solutions (Calgary, Canada)",QA Testing,Work From Home,"₹ 10,000 /month"
Naksh Foundation,Motion Graphics,Varanasi,Unpaid
Coherent Market Insights Private Limited,Business Development (Sales),Delhi,"₹ 10,000 /month"
Higgz Academia Technology Private Limited,Physics,Gurgaon,$ 300-450 /month
Metastable Materials Private Limited,Founder's Office Operations,Work From Home,"₹ 20,000-50,000 /month"
Dignifyd Digital Solutions,Content Development (English),Work From Home,"₹ 3,000-4,000 /month"
STIC GSA Services Private Limited,International Travel Consultant,Mumbai,"₹ 10,000 /month"
Fixdax Technology Private Limited,Digital Marketing,Pune,"₹ 7,000-10,000 /month"
ThinkClock Innovation Labs,Digital Marketing,Delhi,"₹ 18,000-25,000 /month"
Enalo Technologies Private Limited,Business Development (Sales),Mumbai,"₹ 5,000 /month +  Incentives"
Matrix Exports,Marketing,Gurgaon,"₹ 8,000 /month +  Incentives"
Al-Zira Technology Private Limited,Digital Marketing,Delhi,"₹ 2,000 /month +  Incentives"
Requisite Technologies Private Limited,Marketing,Work From Home,"₹ 5,000-12,000 /month"
Newton School,Operations,Work From Home,"₹ 15,000 /month"
Talent Giants Consultancy Services,Recruitment,Work From Home,"₹ 1,500 /month +  Incentives"
Jetbro Private Limited,Business Development (Sales),Work From Home,"₹ 5,000-10,000 /month"
Blue Plate Hospitality & Services Private Limited,Sales,Work From Home,"₹ 10,000-15,000 /month"
Star Hire Services,HR Consultant,Delhi,"₹ 4,000 /month +  Incentives"
VKL Food Solutions Enterprise,Inside Sales,Ghaziabad,"₹ 8,000 /month"
Exampil Solutions Private Limited,Business Development (Sales),Gurgaon,"₹ 2,000-5,000 /month"
Buddha Education Association Incorporation,Mobile App Development,Work From Home,"₹ 30,000 /month"
EV-Urjaa,Sales (Lead Generation),Hyderabad,"₹ 5,000 /month"
Onelap Telematics Private Limited,Customer Service/Customer Support,Work From Home,"₹ 22,000 /month"
Reark Digital Preservation Private Limited,3D Art,Work From Home,"₹ 10,000 /month"
Websiteble Services LLP,SOCIAL MEDIA POSTS DESIGNING,Work From Home,"₹ 2,000-7,500 /month"
Realvue 3D Private Limited,3D Rendering,Work From Home,"₹ 10,000 /month"
Eazy Peace,Graphic Design,Work From Home,"₹ 1,000 /month"
Casa Connect,Content Creation,Delhi,"₹ 4,500 /month"
Unimonks,Educational Journalism,Hyderabad,"₹ 4,000-8,000 /month"
Recruit CRM,Digital Marketing,Work From Home,"₹ 7,500 /month"
Fluxlink India Private Limited,Industrial Automation Engineering,Work From Home,"₹ 10,000 /month"
Bijon Trading Private Limited (Genotek),Web Development,Work From Home,"₹ 10,000 /month"
Earth5R,"Botany, Zoology, And Microbiology Research",Pune,Unpaid
SHREE ANAND FILLING STATION,E-Commerce Marketing,Work From Home,"₹ 15,000 /month"
Earth5R,Marketing And Advertising - Research,Gurgaon,Unpaid
FavTutor,Technical Content Writing,Work From Home,"₹ 20,000 /month"
She Can Foundation,Fundraising,Work From Home,20% of Total Amount Raised
Quizzy,Academic Content Quality Assurance,Work From Home,"₹ 8,000-12,000 /month"
Arcatron Mobility Private Limited,Telecalling,Work From Home,"₹ 15,000 /month"
NextGen Techno Ventures Private Limited,Unity Game Development,Work From Home,"₹ 8,000-10,000 /month"
Vikalp India Private Limited,Bharatnayam Faculty For Online School For Kids,Delhi,"₹ 7,000-9,000 /month"
RBK Educational Institutions,Human Resources (HR),Work From Home,"₹ 5,000-8,000 /month"
Buddha Education Association Incorporation,Videography,Work From Home,"₹ 18,000 /month"
Gitika Bhatia,Video Editing/Making,Bangalore,"₹ 8,000-12,000 /month"
Storlyy,Data Entry,Mumbai,"₹ 10,000 /month"
ElectricPe,Motion Graphics,Work From Home,"₹ 18,000 /month"
A Pixel House,Graphic Design,Thane,"₹ 6,000 /month"
Siddi Vinayaka Creative Labs,QA Testing,Navi Mumbai,"₹ 10,000 /month"
Juppiter AI Labs,Project Management,Mumbai,"₹ 12,000-15,000 /month"
LuxurionWorld.com,Digital Marketing,Belapur,"₹ 3,000-7,000 /month"
Pawzz,Market Research,Delhi,Unpaid
Siddi Vinayaka Creative Labs,Node.js Development,Hyderabad,"₹ 15,000 /month"
Pawzz,Social Sector Marketing,Work From Home,"₹ 1,500-10,000 lump sum"
NeoDove Technologies Private Limited,Digital Marketing,Work From Home,"₹ 10,000 /month"
Pawzz,Business Development,Pune,"₹ 1,500-10,000 lump sum"
Pawzz,Crowdfunding,Work From Home,"₹ 1,000-10,000 lump sum"
Pawzz,Social Entrepreneurship,Bangalore,"₹ 1,500-10,000 lump sum"
Pawzz,Campaign Support,Work From Home,"₹ 1,500-10,000 lump sum"
Siddi Vinayaka Creative Labs,Reactjs Development,Gurgaon,"₹ 15,000 /month"
Pawzz,Product Marketing,Noida,"₹ 1,500-5,000 /month"
GAMSYS Tech Private Limited,Graphic Design,Bangalore,"₹ 5,000-10,000 /month"
MentorBoxx,Game Development,Work From Home,"₹ 18,000 /month"
MentorBoxx,Business Development (Sales),Bangalore,"₹ 5,000-10,000 /month"
SwasthAham,Marketing Coordination,Chennai,"₹ 1,000 /month"
Farmer Near Me,Graphic Design,Punjab,"₹ 1,000-2,000 /month"
MentorBoxx,Digital Marketing,Ambala,"₹ 18,000 /month"
MentorBoxx,Social Media Marketing,Ludhiana,"₹ 8,000 /month"
Populus Empowerment Netowrk,Media,Una,"₹ 13,500 /month"
Technocratiq Digital,Digital Marketing,Mohali,"₹ 5,000-10,000 /month"
Janvi Chitalia,Graphic Design,Work From Home,"₹ 5,000 /month"
Vijaya  Ram,Business Development (Sales),Work From Home,"₹ 15,000 /month"
E-Vega Mobility Labs LLP,Business Development (Sales),Bangalore,"₹ 7,000 /month +  Incentives"
Crimson Insights Technologies LLP,Graphic Design (Gaming),Jaipur,"₹ 10,000 /month"
Canopus Media,Content Development (English),Mumbai,"₹ 5,000 /month"
Talentgum,Performance Marketing,Work From Home,"₹ 10,000-15,000 /month"
Missing P Advertising & Marketing LLP,Social Media Marketing,Noida,"₹ 5,000-8,000 /month"
Across The Globe (ATG),Python Automation,Jaipur,"₹ 2,500 /month +  Incentives"
Mighty Millets,Operations,Bangalore,"₹ 7,000-15,000 /month"
Funberry Foods Private Limited  (TROFFINO),Food Processing Engineering,Mumbai,Unpaid
She Can Foundation,Social Work,Raipur,Unpaid
1stMentor,Microsoft Azure Course Creation (English & Hindi),Chandigarh,"₹ 8,000-12,000 lump sum"
FavTutor,Content Writing (Computer Science),Amritsar,"₹ 7,000 /month"
Career Success,Human Resources (HR),Udaipur,"₹ 1,000 /month +  Incentives"
Everyday Job Alert,Content Writing,Ranchi,"₹ 3,000 /month"
Binary Semantics Limited,Graphic Design,Kolkata,"₹ 12,000 /month"
Matcha Glow,Graphic Design,Pune,"₹ 5,000 /month"
Gobabygo (OPC) Private Limited,Operations,Gurgaon,"₹ 15,000 /month"
Hustlestan,Video Editing/Making,Ghaziabad,"₹ 3,000-5,000 /month"
Black Grapes Softech,Business Development (Sales),Delhi,"₹ 5,000 /month +  Incentives"
The Sports Orbit,Content Writing,Indore,"₹ 1,000-2,000 /month"
JV Smileys Foundation,Social Media Marketing,Ujjain,Unpaid
AMPLE PROPDEALS PRIVATE LIMITED,Telecalling,Delhi,"₹ 8,000 /month"
Ace Global,Sales Consultant,Mumbai,"₹ 20,000-30,000 /month"
English Yaari,Graphic Design,Work From Home,"₹ 5,000 /month"
"Mingle, Eat, Talk",Social Media Marketing,Mumbai,"₹ 5,000 /month"
G2V Solar Solutions Private Limited,Engineering Design,Work From Home,"₹ 4,000-6,000 /month"
Campa Club,Business Development (Sales),Mumbai,"₹ 5,000 /month"
Expert Right,Operations,Delhi,"₹ 6,000 /month"
Quizzy,Quality Assurance (Content),Work From Home,"₹ 8,000-12,000 /month"
Addinfi,Digital Marketing,Bangalore,"₹ 4,000 /month"
Adbhuttam Holidays,Social Media Marketing,Work From Home,"₹ 5,000-10,000 /month"
Celebrare,Video Editing/Making,Work From Home,"₹ 8,000-12,000 /month"
Leap Scholar,Sales,Work From Home,"₹ 15,000-20,000 /month"
Medi Assist Healthcare Private Limited,Growth Marketing,Work From Home,"₹ 12,000 /month"
Cerebry India Tech,Biology,Bangalore,"₹ 15,000 /month"
Mangal Times,Content Writing,Work From Home,"₹ 5,000 /month"
Indo Archaeology Research,Video Editing/Making,Work From Home,Unpaid
Dashwave,Digital Marketing,Work From Home,"₹ 10,000 /month"
Digitally Clicked,Graphic Design,Work From Home,"₹ 5,000 /month"
DeepFacts Private Limited,Social Media Marketing,Hyderabad,"₹ 1,000 /month"
Couple Squad,Marketing,Work From Home,"₹ 3,000-5,000 /month"
Hybrowlabs Technologies,Social Media Marketing,Thane,"₹ 3,000 /month +  Incentives"
Mywisdomlane,E-commerce Consulting,Navi Mumbai,"₹ 15,000-20,000 /month"
Earthmax,Interior Design,Mumbai,"₹ 5,000-10,000 /month"
Web Cue,Video Editing/Making,Belapur,"₹ 15,000-20,000 /month"
CryptoTax International Private Limited,Accounting & Bookkeeping,Work From Home,"₹ 10,000 /month"
